,name,author,link,lyrics,chords
0,Thoughts And Prayers,Drive-By Truckers,https://tabs.ultimate-guitar.com/tab/drive-by-truckers/thoughts-and-prayers-chords-2965547,"Em7        022030 or 02203
[Asus9     X05430]
When the carnage was over
you could hear the cell phones ringing
You could smell gunpowder in the air
And on the bloody ground, the LEDs were blinking
“Deliver us from Evil, thoughts and prayers”
They’re lined up on the playground
Their hands all in the air
We see it on our news feed and we cry out in despair
They’re counting up the casualties,
Everyone’s choosing sides
There’s always someone to blame,
Never anywhere to hide
Thought and Prayers
Thoughts and Prayers
This white noise in my head, I think I need a filter
A pressure valve to keep from blowing up
And when the shit comes down I pray I can rise above it
Hold me closer when I've had enough
Thoughts and prayers
Thoughts and prayers
Glory, hallelujah
You are in our thoughts and prayers
Glory, hallelujah
You are in our thoughts and prayers
The Flat Earthist realized as he flew through the skies
The curve of the horizon as he fell
He saw the world was round just before he hit the ground
And gravity called out to close the deal
When my children's eyes look at me and they ask me to explain
It hurts me that I have to look away
The powers that be are in for shame and comeuppance
When Generation Lockdown has their day
They'll throw the bums all out and drain the swamp for real
Perp walk them down the Capitol steps and show them how it feels
Tramp the dirt down, Jesus, you can pray the rod they'll spare
Stick it up your ass with your useless thoughts and prayers
Stick it up your ass with your useless thoughts and prayers
Glory, hallelujah
You are in our thoughts and prayers
Glory, hallelujah
You are in our thoughts and prayers
Glory, hallelujah
You are in our thoughts and prayers
","['Asus4', 'Dadd11/F#', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'D', 'A', 'Em7', 'D', 'A', 'Em7', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'D', 'Cadd9', 'G', 'Cadd9', 'G', 'Cadd9', 'G', 'D', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7', 'Dsus2', 'Asus4', 'Em7']"
1,No Drugs,Pinegrove,https://tabs.ultimate-guitar.com/tab/pinegrove/no-drugs-chords-2965757,"No drugs and alcohol today
I want to remember everything we talk about
I want to feel light moving in everything you say
But part of me is caveated out
Like maybe certain circumstances are permissible
Maybe I just could and you could just look the other way
Is it so   wrong
I wanna feel good?
I wanna feel good
Is it   enough    now
just to want to
Even if you mean it?
I wanna feel good
Let's build us a new house for to live
You fortify the outside and I got the interior
I got the materials we're gonna need right here
Yeah, and it's weird to think I had it always
When manifestly I am the same as I ever was
I think the difference this time is that I could just walk away
Yeah, and now all things rushing out
I wanna feel good
I wanna feel good
Is it      enough  now
just to want to
Even if you need it?
I wanna feel good (Yeah)
No drugs and alcohol tonight
I follow my shadow up and out the skylight
I can see an outline  settled in the grey (Grey)
","['Dadd9', 'D/C#', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Dadd9', 'D/C#', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'G', 'D/F#', 'Em7', 'Dadd4', 'Em7', 'Dadd9', 'A7', 'Bm7', 'G', 'D/F#', 'Em7', 'Dadd4', 'Em7', 'Dadd9', 'A7', 'Bm7', 'Dadd9', 'D/C#', 'Dadd4/A', 'Dadd9', 'D/C#', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Dadd9', 'D/C#', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'G', 'D/F#', 'Em7', 'Dadd4', 'Em7', 'Dadd9', 'A7', 'Bm7', 'G', 'D/F#', 'Em7', 'Dadd4', 'Em7', 'Dadd9', 'A7', 'Bm7', 'Dadd9', 'D/C#', 'Dadd4/A', 'Dadd9', 'D/C#', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A', 'Em7', 'Dadd4', 'Dadd4/A']"
2,Forever To Go,Chase Rice,https://tabs.ultimate-guitar.com/tab/chase-rice/forever-to-go-chords-2973188,"I can still see that dress you were wearing
  With those yellow wildflowers
I can still smell that vanilla in your hair when
  I was spinning you around
We just met and I knew then
But I couldn't say it out loud
So we just swayed while the music played
Kinda like we're doing right now
Another year down and baby somehow
Our song never gets old
The honeymoon phase and butterflies fade
But I'll never let you go
We were just kids stealing a kiss
And it feels like forever ago
But I love you more than yesterday
And we still got forever to go
(Forever to go)       
(still got forever to go)
(Forever to go)       
(still got forever to go)
I remember that moon hanging over the water
  At Fort Lauderdale Beach
Corona, lime and Tortuga Lights
  In our lawn chair seats
Bandana in your hair and your hand in the pocket
  Of my worn out jeans
That summer night did something right
And it's   still hard to believe
Another year down and baby somehow
Our song never gets old
The honeymoon phase and butterflies fade
But I'll never let you go
We were just kids stealing a kiss
And it feels like forever ago
But I love you more than yesterday
And we still got forever to go
Forever to go    
still got forever to go
Forever to go    
still got forever to go
Another sunrise     Another slow kiss
Another memory of you and me I won't forget
Another year down and baby somehow
Our song never gets old
The honeymoon phase and butterflies fade
But I'll never let you go
We were just kids stealing a kiss
And it feels like forever ago
But I love you more than yesterday
And we still got forever to go
Yeah, I love you more than yesterday
And we still got 
forever to go
","['G', 'C', 'G', 'G', 'C', 'G', 'G', 'C', 'G', 'Em', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'C', 'G', 'G', 'C', 'G', 'G', 'C', 'G', 'Em', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'G', 'G', 'D/F#', 'Em', 'D', 'C', 'C', 'G']"
3,Mommas House,Dustin Lynch,https://tabs.ultimate-guitar.com/tab/dustin-lynch/mommas-house-chords-2978492,"I see your face on every street, every corner, couple trees
Even got our name on 'em
I feel your love, I hear your laugh, got them take-me-way-on-back
Hurt-me memories, I don't want 'em
Up and down the boulevard
In and out of every bar
I'd burn this whole town down
Pick a spot, dig a hole, put them ashes in the ground
Baby, I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
Damn girl, why'd you have to break it like that?
Leaving pieces of my shattered heart scattered like glass
I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
I would start it where we started at the downtown party
Where you kissed my lips and stole my beer
The city park in the dark where we looked up at the stars
Watched them fireworks  pop last year
I'd start it under that Texaco   sign where you said goodbye
I'd get some gas and drop a match right there
I'd burn this whole town down
Pick a spot, dig a hole, put them ashes in the ground
Baby, I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
Damn girl, why'd you have to break it like that?
Leaving pieces of my shattered heart scattered like glass
I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
Fire-red flames, sunsets in the sky
Goin' out, stayin' in, stayin' up, long nights
Now, I'm wakin' up alone, wishing I could move on
Blocked your number in my phone, thought it'd help, but it don't
I'd burn this whole town down
Pick a spot, dig a hole, put them ashes in the ground
Baby, I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
Damn girl, why'd you have to break it like that?
Leaving pieces of my shattered heart scattered like glass
I'd burn this   whole town down
If it wasn't for my momma's house, my momma's house
(Baby, I'd burn this whole town down)
(If it wasn't for my momma's house, my momma's house)
","['Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'A', 'Bm', 'A', 'Bm', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D', 'G', 'Bm', 'A', 'D/F#', 'G']"
4,Thinking ‘Bout You (ver 2),Dustin Lynch,https://tabs.ultimate-guitar.com/tab/2978990," Well, look who it is
 The last call I thought I'd get
 How's your mama, how you've been?
Girl, it's been too long
 Saw your sister at the Circle K
Heard baby number two was on the way
 Hadn't seen her since her weddin' day
With you on my arm
It's good to hear from you again
Girl, what a coincidence
I was just thinkin' 'bout that weekend out on Cumberland Lake
And that one time in Baton Rouge when we made out in the rain
Where we went chasin' fallin' stars on a hill at your daddy's farm
Don't be sorry for callin' me up out of the blue
I was just thinkin' 'bout you (Oh)
I was just thinkin' 'bout you  (Mmm yeah)
 Hey, I just gotta say
I  heard your song the other day
And it put a smile on my face
When I started reminiscing
I've been on the edge of callin' you
And I'm so glad I decided to
I was just thinkin' 'bout that weekend out on Cumberland Lake
And that one time in Baton Rouge when we made out in the rain
Where we went chasin' fallin' stars on a hill at your daddy's farm
Don't be sorry for callin' me up out of the blue
I was just thinkin' 'bout you
Oh, I was just thinkin' 'bout you
If you're ever back in town
Do what you're doin' right now
'Cause I'm probably thinkin' 'bout you (Ooh, woah, oh)
I was just thinkin' 'bout that weekend out on Cumberland Lake
And that one time in Baton Rouge when we made out in the rain
Where we went chasin' fallin' stars on a hill at your daddy's farm
Don't be sorry for callin' me up out of the blue
I was just thinkin' 'bout you
Oh, I was just thinkin' 'bout you
I was just thinkin' 'bout you
Oh, I was just thinkin' 'bout you
","['Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Am', 'Em', 'D', 'Am', 'Em', 'D', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'C', 'G', 'Em', 'D', 'Csus2']"
5,Jesse Jesse,Trixie Mattel,https://tabs.ultimate-guitar.com/tab/trixie-mattel/jesse-jesse-chords-2983544,"What a blessing when I rented Cursed
Well I knew I had to have you first
You know I can keep you waiting for forever
Whatever
I Got your double-glossy cover sheen
Like the pictures of a magazine
You know I get your pages stuck together
Whenever
Sit in the sand and turn the tide
As I scan my TV guide
Jesse, Jesse, take my hand
You can meet me in Zombieland
You know inside every clam's a pearl
I could be Jesse's girl
Jesse's girl
Like the pictures on a movie screen
I got you coming in crystal clean
And I can keep you for an instant replay
Any day
And if I saw you in a public place
I know  you wouldn't recognize my face
But even if you knew me, what would you say
Anyway
Sit in the sand and turn the tide
As I scan my TV guide
Jesse, Jesse, take my hand
You can meet me in Zombieland
You know inside every clam's a pearl
I could be Jesse's girl
Jesse's girl
And some might call me crazy
Every time I replay every single Blu-Ray, yeah
Until you call me baby
I'm just gonna replay every single Blu-Ray, yeah
I know you're married
And separation can be scary
Well now you see her
Now you don't
Jesse, Jesse, take my hand
You can meet me in Zombieland
You know inside every clam's a pearl
I could be Jesse's girl
Jessie's girl
I could be Jesse's girl
Jesse's girl
I could be Jesse's girl
","['G', 'Bm', 'Am7', 'Cm7', 'D', 'G', 'Bm', 'Am7', 'Cm7', 'D', 'Cadd9', 'D', 'G', 'F9', 'D', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'Emaj7', 'Em', 'Em6', 'D', 'Cadd9', 'Cadd9', 'D', 'G', 'Em7', 'Cadd9', 'D', 'G', 'G', 'Bm', 'Am7', 'Cm7', 'D', 'G', 'Bm', 'Am7', 'Cm7', 'D', 'Cadd9', 'D', 'G', 'F9', 'D', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'Emaj7', 'Em', 'Em6', 'D', 'Cadd9', 'Cadd9', 'D', 'G', 'Em7', 'Cadd9', 'D', 'G', 'C', 'D', 'G', 'Cadd9', 'C', 'D', 'G', 'Cadd9', 'C', 'D', 'E', 'Eb6', 'Cm', 'D', 'Cadd9', 'D', 'G', 'Cadd9', 'D', 'G', 'Cadd9', 'Emaj7', 'Em', 'Em6', 'D', 'Cadd9', 'Cadd9', 'D', 'G', 'Em7', 'Cadd9', 'D', 'G', 'D', 'Cadd9', 'Cadd9', 'D', 'G', 'Em7', 'Cadd9', 'D', 'G', 'D', 'G']"
6,All Or Nothing (ver 2),Nathaniel Rateliff,https://tabs.ultimate-guitar.com/tab/nathaniel-rateliff/all-or-nothing-chords-3953964,"I'll come back to you as strong will tower to devour
Any sense you make but since you don't
You'll arrive and you
Think you're clever while it's severed
You just fill the air with words you know
I got all this and nothing too
I'd carry you anywhere you want me to go
You'd think I'd notice but I never do
Sometimes you're just too tired to make it home
Too much time spent alone trying to pull yourself under
Is that thunder or the sense that someone calls your name?
I want back from you all the hours that I cowered
While you corrected everything I'd say
You really found me out, so you used to think
Too much pain and doubt in one little space
I got all this and nothing too
I'd carry you anywhere you want me to go
You think I'd notice, but I never do
Sometimes you're just too tired to make it home
Don't come back and please don't lie to me
Don't say it's all or nothing, baby
Don't come back and please don't lie to me
Don't say it's all or nothing, baby
Don't come back and please don't lie to me
Please don't say it's all or nothing, baby
","['B6add9', 'D6add9', 'Gmaj7', 'E9', 'E7', 'A7', 'D7', 'B6add9', 'D6add9', 'Gmaj7', 'E9', 'E7', 'A7', 'D7', 'B7', 'E7', 'A7', 'D7', 'B7', 'E7', 'A7', 'D7', 'B6add9', 'B6add9', 'D6add9', 'Gmaj7', 'E9', 'E7', 'A7', 'D7', 'B6add9', 'D6add9', 'Gmaj7', 'E9', 'E7', 'A7', 'Gmaj7', 'E9', 'E7', 'A7', 'D7', 'Gmaj7', 'E9', 'E7', 'A7', 'D7', 'B7', 'E7', 'A7', 'D7', 'B7', 'E7', 'A', 'D7', 'B7', 'E7', 'A7', 'D7', 'B7', 'E7', 'A7', 'D7', 'B7', 'E7', 'A7', 'D7']"
7,You Were Mine,Tami Neilson,https://tabs.ultimate-guitar.com/tab/tami-neilson/you-were-mine-chords-2989151,"Take my heart
It used to be so supple and sweet
And now it's withered on the vine
There's before and then there's after
You were mine
Take my faith
So strong and full of fire
Now it's bruised, broken down and blind
There's before and then there's after
You were mine
Sun comes up, sun goes down
There's before and then there's after
You were mine
Take my hands, they used to hold you so tight
Now they reach, but they never touch you in the night
There's before and then there's after
You were mine
Sun comes up, sun goes down
There's just before and then there's after
There's before and then there's after
There's before, there's before and then there's after
You were mine, you were mine, you were mine
Oh, yeah-yeah, oh, yeah-yeah Oh-ho-ho
You were mine, you were mine, you were mine, yeah
","['Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Bb', 'Ebm', 'D', 'Gm', 'Dmaj7', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'B', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Dmaj7', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D', 'Gm', 'Bb', 'Ebm', 'D']"
8,Time Stands,Nathaniel Rateliff,https://tabs.ultimate-guitar.com/tab/nathaniel-rateliff/time-stands-chords-2989352,"For a moment I could wait to see it fall apart
Every empty bed in every city I've been
I sit and contemplate all the moments you said
Time stands in a duel and I stand for you
What's that you used to say? Find a love that you can wait for
Or do you feast upon the weak and weary of heart?
I can take the pain, but I can't take all the hatred
Laziness of mind and simplest of thoughts
Are you just too old or too young to carry?
Time stands in a duel and I stand for you
Now you're pouring out your hate, at every difference you found
You won't even listen to reason at all
Not questioning your faith, far be it from me
But you would speak of love while tying ones hands
Are you just too old or too young to carry?
Time stands in a duel and I stand for you
Are you just too old or too young to carry?
Time stands in a duel and I stand for you
Now lean and use your weight
That's what a shoulder's made for
Carry all the dead and children from here
Curses on the men and the greed that seems to plague them
I can't raise my hand so I'm raising my voice
Are you just too old or too young to carry?
Time stands in a duel and I stand for you
Are you just too old or too young to carry?
Time stands in a duel and I stand for you
Time stands in a duel and I stand for you
Time stands in a duel and I stand for you
","['Fmaj7', 'C', 'Csus2', 'Em', 'Fmaj7', 'C', 'Csus2', 'F', 'Fmaj7', 'C', 'Csus2', 'Em', 'Fmaj7', 'C', 'Csus2', 'F', 'Fmaj7', 'C', 'Csus2', 'Em', 'Fmaj7', 'C', 'Csus2', 'F', 'Fmaj7', 'C', 'Csus2', 'Em', 'Fmaj7', 'C', 'Csus2', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F', 'Fmaj7', 'C', 'Em', 'F']"
9,You Kissed Me First,Carly Pearce,https://tabs.ultimate-guitar.com/tab/carly-pearce/you-kissed-me-first-chords-2994131,"I know I put on that dress
And painted my lips red
I know I walked in this bar
With a couple of my friends
I know that I told you
The barstool was free
I know that I smiled back
When you smiled at me
But you were the one that got me a drink
Champagne glass full of sunset pink
You asked me to dance, asked my name
Then you paid the bar band to play
One more slow song before last call
Then you leaned in so it ain't my fault
If I wake up in your t-shirt
Just remember, you kissed me first
Yeah you kissed me, kissed me, kissed me
You kissed me first
Whoa
I know I laid my head
On your shoulder in the dark
I know I took your hand
Under the neon stars
I know I told myself
Let's see where it goes
I know I didn't pull back
When you pulled me close
But you were the one that got me a drink
Champagne glass full of sunset pink
You asked me to dance, asked my name
Then you paid the bar band to play
One more slow song before last call
Then you leaned in so it ain't my fault
If I wake up in your t-shirt
Just remember, you kissed me first
Yeah you kissed me, kissed me, kissed me
You kissed me first
Whoa
I won't be the one to blame
If this is meant to be
And I won't feel guilty
If you fall in love with me
'Cause you were the one that got me a drink
Champagne glass full of sunset pink
You asked me to dance, asked my name
Then you paid the bar band to play
One more slow song before last call
Then you leaned in so it ain't my fault
If I wake up in your t-shirt
Just remember, you kissed me first
Yeah you kissed me, kissed me, kissed me
You kissed me first
Whoa
","['G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'G', 'D', 'A', 'G', 'D', 'A']"
